SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者,入車時間,_has_special_hinban,ローカルグループ番号,山通番,グループ番号,グルーピング番号
02N,2982,2,07,631426010000,2026090812,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",12:05,True,1.0,243,,
02N,1000,K,K5,583114214100,2026090105,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,244,,
02N,1000,D,1P,671466020000,2026090704,829,L,478,2,,62.112,500,21,Q10-E-21,三栄,未,2026-09-08T15:50:53Z,"Kotani, Miki/小谷 美輝",22:00,False,1.0,244,,
02N,1000,D,1P,671466020000,2026090704,829,L,478,2,,62.112,500,21,Q10-E-21,三栄,未,2026-09-08T15:50:53Z,"Kotani, Miki/小谷 美輝",22:00,False,1.0,244,,
02N,1000,D,1P,671456020000,2026090704,829,L,477,1,,62.111,500,21,Q10-E-20,三栄,未,2026-09-08T15:50:53Z,"Kotani, Miki/小谷 美輝",22:00,False,1.0,244,,
02N,2982,2,06,486246006000,2026090704,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",21:15,False,1.0,245,,
02N,2982,2,06,486226006000,2026090704,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:06Z,"Kotani, Miki/小谷 美輝",21:15,False,1.0,245,,
02N,2982,2,06,486216006000,2026090704,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:04Z,"Kotani, Miki/小谷 美輝",21:15,False,1.0,245,,
02N,7371,4,28,583114214100,2026090704,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,246,,
02N,7371,4,28,583114214100,2026090704,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,246,,
02N,7371,4,61,583114214100,2026090704,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,246,,
02N,1000,K,K5,583114214100,2026090704,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,247,,
02N,1000,K,K5,581164203000,2026090704,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-08T15:50:49Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,247,,
02N,1000,K,K5,537214206000,2026090704,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,247,,
02N,1000,H,1W,571165008000,2026090404,829,L,736,1,,204.3,800,1,L12-A-5,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",17:18,False,1.0,248,,
02N,1000,H,1W,571121101000,2026083104,829,L,320,1,,168.3904,800,1,N12-A-19,元町,未,2026-09-08T15:50:35Z,"Kotani, Miki/小谷 美輝",17:18,False,1.0,249,,
02N,2982,2,07,617416014000,2026090713,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",13:21,False,4.0,249,,
02N,2982,2,07,617426014000,2026090713,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",13:21,False,4.0,249,,
02N,1000,K,K5,583114214100,2026090204,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,250,,
02N,2982,2,07,616246010000,2026090714,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:16Z,"Kotani, Miki/小谷 美輝",14:15,False,3.0,250,,
02N,2982,2,07,617416014000,2026090714,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",14:15,False,3.0,250,,
02N,8482,W,B7,581167801100,2026090804,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,251,,
02N,8482,W,B7,537224207090,2026082404,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,251,,
02N,8482,W,B7,537224207090,2026090804,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,251,,
02N,8482,W,B7,537214206090,2026082404,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,251,,
02N,2982,2,07,631426010000,2026090804,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",21:15,True,1.0,252,,
02N,2982,2,06,486246006000,2026090804,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:10Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,253,,
02N,2982,2,06,486236006000,2026090804,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,253,,
02N,2982,2,06,486226006000,2026090804,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:06Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,253,,
02N,2982,2,06,486216006000,2026090804,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:04Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,254,,
02N,2982,2,07,617416014000,2026090804,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,254,,
02N,2982,2,07,617426014000,2026090804,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,254,,
02N,7371,4,28,583114214100,2026090804,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,255,,
02N,7371,4,28,583114214100,2026090804,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,255,,
02N,2982,2,07,631426010000,2026090711,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",11:06,True,1.0,255,,
02N,1000,K,K5,583114214100,2026090804,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,256,,
02N,1000,K,K5,537224207000,2026090804,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,256,,
02N,2982,2,07,631426010000,2026090712,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",12:05,True,1.0,256,,
02N,8482,W,B7,537224207090,2026091005,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,257,,
02N,8482,W,B7,537214206090,2026090805,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:23Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,257,,
02N,1000,H,1W,537131101000,2026090804,829,L,565,1,,153.5401,515,1,N12-B-3,元町,未,2026-09-08T15:50:34Z,"Kotani, Miki/小谷 美輝",17:18,False,1.0,257,,
02N,1000,K,K5,537224207000,2026090104,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,258,,
02N,1000,K,K5,537214206000,2026090104,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,258,,
02N,1000,K,K5,537214206000,2026082604,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-08T15:50:42Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,259,,
02N,2982,2,07,616236014000,2026090812,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",12:05,False,3.0,259,,
02N,2982,2,07,616246010000,2026090812,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",12:05,False,3.0,259,,
02N,2982,2,07,617416014000,2026090812,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",12:05,False,3.0,259,,
02N,8482,W,B7,582114202000,2026090904,1000,N,728,1,,346.5,550,1,C12-B-6,KVC,未,2026-09-08T15:50:30Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,260,,
02N,8482,W,B7,581167801100,2026090904,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,260,,
02N,8482,W,B7,537214206090,2026082004,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,260,,
02N,8482,W,B7,537214206090,2026090904,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:23Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,260,,
02N,2982,2,07,631426010000,2026090904,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",21:15,True,1.0,261,,
02N,2982,2,07,617426014000,2026090904,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",21:15,False,4.0,261,,
02N,2982,2,06,486246006000,2026090904,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:11Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,262,,
02N,2982,2,06,486236006000,2026090904,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,262,,
02N,2982,2,06,486226006000,2026090904,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,262,,
02N,2982,2,06,486216006000,2026090904,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:05Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,263,,
02N,2982,2,07,616246010000,2026090904,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,263,,
02N,2982,2,07,617416014000,2026090904,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,263,,
02N,7371,4,28,582114202000,2026090904,1000,N,728,1,,346.5,550,1,C12-B-6,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,264,,
02N,7371,4,28,583114214100,2026090904,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,264,,
02N,7371,4,28,583114214100,2026090904,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",10:30,False,1.0,264,,
02N,8482,W,B3,581167801100,2026091004,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,265,,
02N,8482,W,B7,581167801100,2026091004,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,265,,
02N,8482,W,B7,537214206090,2026091004,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:24Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,265,,
02N,2982,2,07,631426010000,2026091204,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",21:15,True,1.0,266,,
02N,2982,2,07,617426014000,2026091204,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",21:15,False,3.0,266,,
02N,8482,W,B7,537214206090,2026090809,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:23Z,"Kotani, Miki/小谷 美輝",22:41,False,1.0,267,,
02N,2982,2,07,616236014000,2026091204,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,267,,
02N,2982,2,07,616246010000,2026091204,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,267,,
02N,2982,2,07,617416014000,2026091204,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",21:15,False,2.0,267,,
02N,8482,W,B7,537224207090,2026082704,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,268,,
02N,2982,2,07,5831160F1000,2026090904,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:12Z,"Kotani, Miki/小谷 美輝",21:15,,,269,20.0,
02N,2982,2,07,5831160F1000,2026091204,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:12Z,"Kotani, Miki/小谷 美輝",21:15,,,269,20.0,
02N,2982,2,07,5831160F4000,2026090904,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",21:15,,,270,21.0,
02N,2982,2,07,5831160F4000,2026091204,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",21:15,,,270,21.0,
02N,1000,H,1W,572421101000,2026090804,829,L,328,1,,182.97,800,7,L12-B-26,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",17:18,,,271,2.0,
02N,7371,4,21,551124202000,2026090704,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",10:30,,,272,30.0,
02N,7371,4,21,551124202000,2026090904,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",10:30,,,272,30.0,
02N,7371,4,61,551124202000,2026090704,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",10:30,,,273,31.0,
02N,7371,4,21,551124201000,2026090704,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",10:30,,,273,31.0,
02N,7371,4,21,551124201000,2026090804,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",10:30,,,274,32.0,
02N,7371,4,21,551124201000,2026090904,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",10:30,,,274,32.0,
02N,7371,4,61,551124201000,2026090704,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",10:30,,,275,33.0,
02N,8482,W,B7,551124202000,2026090804,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-08T15:50:27Z,"Kotani, Miki/小谷 美輝",10:51,,,276,41.0,
02N,8482,W,B7,551124202000,2026090904,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,,,276,41.0,
02N,1000,K,K5,551124202000,2026082604,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,277,60.0,
02N,1000,K,K5,551124202000,2026082704,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,277,60.0,
02N,1000,K,K5,551124202000,2026082804,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,278,61.0,
02N,1000,K,K5,551124202000,2026090104,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:47Z,"Kotani, Miki/小谷 美輝",14:40,,,278,61.0,
02N,1000,K,K5,551124202000,2026090404,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:48Z,"Kotani, Miki/小谷 美輝",14:40,,,279,62.0,
02N,1000,K,K5,551124202000,2026090704,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:48Z,"Kotani, Miki/小谷 美輝",14:40,,,279,62.0,
02N,1000,K,K5,551124201000,2026082504,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,280,67.0,
02N,1000,K,K5,551124201000,2026082504,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,280,67.0,
02N,1000,K,K5,551124201000,2026082604,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,281,68.0,
02N,1000,K,K5,551124201000,2026082604,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,281,68.0,
02N,1000,K,K5,551124201000,2026082704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,282,69.0,
02N,1000,K,K5,551124201000,2026082704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,282,69.0,
02N,1000,K,K5,551124201000,2026082804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,283,70.0,
02N,1000,K,K5,551124201000,2026082804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,283,70.0,
02N,1000,K,K5,551124201000,2026083104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,284,71.0,
02N,1000,K,K5,551124201000,2026083104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",14:40,,,284,71.0,
02N,1000,K,K5,551124201000,2026090104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,285,72.0,
02N,1000,K,K5,551124201000,2026090104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,285,72.0,
02N,1000,K,K5,551124201000,2026090204,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,286,73.0,
02N,1000,K,K5,551124201000,2026090204,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,286,73.0,
02N,1000,K,K5,551124201000,2026090304,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,287,74.0,
02N,1000,K,K5,551124201000,2026090304,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,287,74.0,
02N,1000,K,K5,551124201000,2026090404,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,288,75.0,
02N,1000,K,K5,551124201000,2026090404,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",14:40,,,288,75.0,
02N,1000,K,K5,551124201000,2026090704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,289,76.0,
02N,1000,K,K5,551124201000,2026090704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,289,76.0,
02N,1000,K,K5,551124201000,2026090804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,290,77.0,
02N,1000,K,K5,551124201000,2026090804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",14:40,,,290,77.0,
02N,1000,H,1W,582111190500,2026082604,829,L,544,1,,346.501,600,17,C12-B-2,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",17:18,,,291,81.0,
02N,1000,H,1W,576525091400,2026082604,829,L,613,1,,62.109,670,19,Q10-F-7,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",17:18,,,292,2.0,
02N,1000,H,1W,616425003000,2026082604,829,L,740,1,,238.68,600,20,I12-B-3,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",17:18,,,293,3.0,
02N,1000,H,1W,616465005000,2026082604,829,L,742,1,,238.68,600,20,I12-B-3,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",17:18,,,293,3.0,
02N,2982,2,07,617756002000,2026090704,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",21:15,False,1.0,294,,
02N,2982,2,W5,671456020000,2026091204,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",21:15,False,1.0,295,,
02N,2982,2,W5,671466020000,2026091204,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",21:15,False,1.0,295,,
02N,8482,W,B7,581167801100,2026082005,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,296,,
02N,8482,W,B7,581164203000,2026082005,1000,N,726,1,,313.74,830,1,C15-B-5,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,296,,
02N,8482,W,B7,537224207090,2026082005,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,296,,
02N,8482,W,B7,582114202000,2026082105,1000,N,728,1,,346.5,550,1,C12-B-6,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,297,,
02N,8482,W,B3,581167801100,2026082105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:19Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,297,,
02N,8482,W,B7,581167801100,2026082105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,297,,
02N,8482,W,B3,581167801100,2026082505,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,298,,
02N,8482,W,B7,581167801100,2026082505,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,298,,
02N,8482,W,B7,537224207090,2026082505,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,298,,
02N,8482,W,B7,581167801100,2026082605,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,299,,
02N,8482,W,B7,537224207090,2026082605,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,299,,
02N,8482,W,B7,537214206090,2026082106,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,299,,
02N,8482,W,B7,537214206090,2026082605,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,299,,
02N,8482,W,B3,581167801100,2026082705,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,300,,
02N,8482,W,B7,581167801100,2026082705,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,300,,
02N,8482,W,B7,537224207090,2026082705,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,300,,
02N,8482,W,B7,581164203000,2026082706,1000,N,726,1,,313.74,830,1,C15-B-5,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,301,,
02N,8482,W,B7,537224207090,2026082706,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,301,,
02N,8482,W,B7,537214206090,2026082505,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,301,,
