SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者,入車時間,_has_special_hinban,ローカルグループ番号,山通番,グループ番号,グルーピング番号
02N,2982,2,07,616236014000,2026090902,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",18:30,False,2.0,117,,
02N,2982,2,07,616246010000,2026090902,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",18:30,False,3.0,118,,
02N,2982,2,07,617416014000,2026090902,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",18:30,False,3.0,118,,
02N,2982,2,07,617426014000,2026090902,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",18:30,False,3.0,118,,
02N,7371,4,28,583114214100,2026090902,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",01:00,False,1.0,119,,
02N,7371,4,28,583114214100,2026090902,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",01:00,False,1.0,119,,
02N,2982,2,07,631426010000,2026091207,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",01:22,True,1.0,119,,
02N,1000,K,K5,583114214100,2026090902,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,120,,
02N,1000,K,K5,537214206000,2026090902,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,120,,
02N,8482,W,B7,581167801100,2026091002,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,121,,
02N,8482,W,B7,537214206090,2026091002,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:24Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,121,,
02N,2982,2,07,631426010000,2026090802,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",18:30,True,1.0,122,,
02N,8482,W,B7,537214206090,2026082502,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",06:45,False,2.0,123,,
02N,2982,2,06,486246006000,2026091202,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:11Z,"Kotani, Miki/小谷 美輝",18:30,False,2.0,124,,
02N,2982,2,06,486236006000,2026091202,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",18:30,False,2.0,124,,
02N,2982,2,06,486226006000,2026091202,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",18:30,False,2.0,124,,
02N,2982,2,06,486216006000,2026091202,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:05Z,"Kotani, Miki/小谷 美輝",18:30,False,3.0,125,,
02N,2982,2,07,616236014000,2026091202,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",18:30,False,3.0,125,,
02N,2982,2,07,616246010000,2026091202,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",18:30,False,3.0,125,,
02N,2982,2,07,631426010000,2026091202,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",18:30,True,1.0,126,,
02N,2982,2,07,617416014000,2026091202,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",18:30,False,4.0,126,,
02N,2982,2,07,617426014000,2026091202,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",18:30,False,4.0,126,,
02N,8482,W,B3,581167801100,2026082002,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:19Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,127,,
02N,8482,W,B7,581167801100,2026082002,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",06:45,False,1.0,127,,
02N,1000,H,1W,537141101000,2026090702,829,L,566,1,,153.54,515,1,N12-B-1,元町,未,2026-09-08T15:50:34Z,"Kotani, Miki/小谷 美輝",07:28,False,1.0,128,,
02N,1000,H,1W,571121101000,2026090302,829,L,320,1,,168.3904,800,1,N12-A-19,元町,未,2026-09-08T15:50:35Z,"Kotani, Miki/小谷 美輝",07:28,False,1.0,129,,
02N,2982,2,07,5831160F1000,2026090702,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:11Z,"Kotani, Miki/小谷 美輝",18:30,,,130,16.0,
02N,2982,2,07,5831160F1000,2026090802,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:12Z,"Kotani, Miki/小谷 美輝",18:30,,,130,16.0,
02N,2982,2,07,5831160F1000,2026091202,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:12Z,"Kotani, Miki/小谷 美輝",18:30,,,131,17.0,
02N,2982,2,07,5831160F4000,2026090902,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",18:30,,,131,17.0,
02N,2982,2,07,5831160F4000,2026091202,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",18:30,,,132,18.0,
02N,7371,4,21,551124202000,2026090702,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",01:00,,,133,1.0,
02N,7371,4,21,551124202000,2026090802,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",01:00,,,133,1.0,
02N,7371,4,21,551124202000,2026090902,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",01:00,,,134,2.0,
02N,7371,4,61,551124202000,2026090702,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",01:00,,,134,2.0,
02N,7371,4,21,551124201000,2026090702,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",01:00,,,135,3.0,
02N,7371,4,21,551124201000,2026090802,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",01:00,,,135,3.0,
02N,7371,4,21,551124201000,2026090902,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",01:00,,,136,4.0,
02N,7371,4,21,551124201000,2026091002,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",01:00,,,136,4.0,
02N,7371,4,61,551124201000,2026090702,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",01:00,,,137,5.0,
02N,7371,4,61,551124201000,2026090802,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",01:00,,,137,5.0,
02N,1000,K,K5,551124202000,2026082502,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,138,6.0,
02N,1000,K,K5,551124202000,2026082602,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,138,6.0,
02N,1000,K,K5,551124202000,2026082702,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,139,7.0,
02N,1000,K,K5,551124202000,2026090102,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:47Z,"Kotani, Miki/小谷 美輝",06:45,,,139,7.0,
02N,1000,K,K5,551124202000,2026090402,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:48Z,"Kotani, Miki/小谷 美輝",06:45,,,140,8.0,
02N,1000,K,K5,551124202000,2026090802,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-08T15:50:48Z,"Kotani, Miki/小谷 美輝",06:45,,,140,8.0,
02N,8482,W,B7,551124202000,2026082402,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-08T15:50:27Z,"Kotani, Miki/小谷 美輝",06:45,,,141,10.0,
02N,8482,W,B7,551124202000,2026082502,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-08T15:50:27Z,"Kotani, Miki/小谷 美輝",06:45,,,141,10.0,
02N,8482,W,B7,551124202000,2026083102,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-08T15:50:27Z,"Kotani, Miki/小谷 美輝",06:45,,,142,12.0,
02N,1000,K,K5,551124201000,2026082502,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,142,12.0,
02N,1000,K,K5,551124201000,2026082502,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,143,13.0,
02N,1000,K,K5,551124201000,2026082602,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,143,13.0,
02N,1000,K,K5,551124201000,2026082602,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,144,14.0,
02N,1000,K,K5,551124201000,2026082702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,144,14.0,
02N,1000,K,K5,551124201000,2026082702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,145,15.0,
02N,1000,K,K5,551124201000,2026082802,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,145,15.0,
02N,1000,K,K5,551124201000,2026082802,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,146,16.0,
02N,1000,K,K5,551124201000,2026083102,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,146,16.0,
02N,1000,K,K5,551124201000,2026090102,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,147,17.0,
02N,1000,K,K5,551124201000,2026090102,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:44Z,"Kotani, Miki/小谷 美輝",06:45,,,147,17.0,
02N,1000,K,K5,551124201000,2026090202,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",06:45,,,148,18.0,
02N,1000,K,K5,551124201000,2026090302,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",06:45,,,148,18.0,
02N,1000,K,K5,551124201000,2026090302,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",06:45,,,149,19.0,
02N,1000,K,K5,551124201000,2026090402,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",06:45,,,149,19.0,
02N,1000,K,K5,551124201000,2026090402,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",06:45,,,150,20.0,
02N,1000,K,K5,551124201000,2026090502,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:45Z,"Kotani, Miki/小谷 美輝",06:45,,,150,20.0,
02N,1000,K,K5,551124201000,2026090702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,151,21.0,
02N,1000,K,K5,551124201000,2026090702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,151,21.0,
02N,1000,K,K5,551124201000,2026090802,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,152,22.0,
02N,1000,K,K5,551124201000,2026090902,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,152,22.0,
02N,1000,K,K5,551124201000,2026090902,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-08T15:50:46Z,"Kotani, Miki/小谷 美輝",06:45,,,153,23.0,
02N,1000,H,1W,551115010000,2026090302,829,L,749,1,,168.3901,600,17,N12-A-8,元町,未,2026-09-08T15:50:34Z,"Kotani, Miki/小谷 美輝",07:28,,,154,24.0,
02N,1000,H,1W,576525091400,2026090702,829,L,613,1,,62.109,670,19,Q10-F-7,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",07:28,,,155,1.0,
02N,1000,H,1W,616415003000,2026090302,829,L,739,1,,238.6801,600,20,I12-B-5,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",07:28,,,156,1.0,
02N,1000,H,1W,616455005000,2026090302,829,L,741,1,,238.6801,600,20,I12-B-5,元町,未,2026-09-08T15:50:36Z,"Kotani, Miki/小谷 美輝",07:28,,,156,1.0,
02N,2982,2,W5,671456020000,2026090702,1000,N,477,2,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",18:30,False,1.0,157,,
02N,2982,2,W5,671456020000,2026090702,1000,N,477,2,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",18:30,False,1.0,157,,
02N,2982,2,W5,671466020000,2026090702,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",18:30,False,1.0,157,,
02N,2982,2,07,617756002000,2026090702,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",18:30,False,1.0,157,,
02N,2982,2,07,617766004000,2026090702,1000,N,442,1,,72.9,500,21,Q10-B-A,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",18:30,False,2.0,158,,
02N,2982,2,W5,671466020000,2026090902,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",18:30,False,1.0,159,,
02N,8482,W,B3,581167801100,2026082003,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:19Z,"Kotani, Miki/小谷 美輝",22:41,False,1.0,160,,
02N,8482,W,B7,581167801100,2026082003,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,160,,
02N,8482,W,B7,537224207090,2026082003,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,160,,
02N,8482,W,B7,581167801100,2026082103,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,161,,
02N,8482,W,B7,537224207090,2026082103,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,161,,
02N,8482,W,B7,537214206090,2026082104,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,161,,
02N,8482,W,B7,537214206090,2026082103,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,161,,
02N,8482,W,B7,581164203000,2026082403,1000,N,726,1,,313.74,830,1,C15-B-5,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,162,,
02N,8482,W,B7,537224207090,2026082403,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,162,,
02N,8482,W,B7,537214206090,2026082403,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,162,,
02N,8482,W,B7,537214206090,2026082604,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,162,,
02N,8482,W,B7,582114202000,2026082503,1000,N,728,1,,346.5,550,1,C12-B-6,KVC,未,2026-09-08T15:50:30Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,163,,
02N,8482,W,B3,581167801100,2026082503,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",22:41,False,1.0,163,,
02N,8482,W,B7,581167801100,2026082503,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,163,,
02N,1000,K,K5,583114214100,2026082503,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:50Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,164,,
02N,1000,K,K5,537224207000,2026082503,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,164,,
02N,2982,2,W5,671456020000,2026090709,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",07:55,False,1.0,164,,
02N,2982,2,07,617756002000,2026090709,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",07:55,False,1.0,164,,
02N,8482,W,B7,581167801100,2026082504,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,165,,
02N,8482,W,B7,537224207090,2026082504,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,165,,
02N,8482,W,B7,537214206090,2026082703,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,165,,
02N,8482,W,B7,537214206090,2026082504,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,165,,
02N,8482,W,B7,581167801100,2026082603,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,166,,
02N,8482,W,B7,537224207090,2026082603,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,166,,
02N,8482,W,B3,581167801100,2026082703,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",22:41,False,1.0,167,,
02N,8482,W,B7,581167801100,2026082703,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:28Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,167,,
02N,8482,W,B7,537224207090,2026082703,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,167,,
02N,8482,W,B3,581167801100,2026082803,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",22:41,False,1.0,168,,
02N,8482,W,B7,581167801100,2026082803,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,168,,
02N,8482,W,B7,537224207090,2026082803,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,168,,
02N,8482,W,B7,581167801100,2026082804,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,169,,
02N,8482,W,B7,537224207090,2026082503,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,169,,
02N,8482,W,B7,537224207090,2026082804,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,169,,
02N,8482,W,B7,537214206090,2026082503,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,169,,
02N,8482,W,B3,581167801100,2026083103,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",22:41,False,1.0,170,,
02N,8482,W,B7,581167801100,2026083103,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,170,,
02N,8482,W,B7,537224207090,2026083103,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,170,,
02N,1000,H,1W,571165008000,2026090103,829,L,736,1,,204.3,800,1,L12-A-5,元町,未,2026-09-08T15:50:35Z,"Kotani, Miki/小谷 美輝",12:21,False,1.0,171,,
02N,1000,H,1W,571155008000,2026090103,829,L,735,1,,194.13,800,1,L12-D-1,元町,未,2026-09-08T15:50:35Z,"Kotani, Miki/小谷 美輝",12:21,False,1.0,171,,
02N,1000,H,1W,537141101000,2026090103,829,L,566,1,,153.54,515,1,N12-B-1,元町,未,2026-09-08T15:50:34Z,"Kotani, Miki/小谷 美輝",12:21,False,1.0,171,,
02N,1000,K,K5,583114214100,2026090203,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,172,,
02N,1000,K,K5,537224207000,2026090203,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,172,,
02N,2982,2,07,617426014000,2026090711,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",11:06,False,4.0,172,,
02N,1000,K,K5,583114214100,2026090403,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,173,,
02N,1000,H,1W,537131101000,2026082704,829,L,565,1,,153.5401,515,1,N12-B-3,元町,未,2026-09-08T15:50:34Z,"Kotani, Miki/小谷 美輝",17:18,False,1.0,173,,
02N,1000,K,K5,583114214100,2026090503,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-08T15:50:51Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,174,,
02N,1000,K,K5,537214206000,2026090503,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-08T15:50:43Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,174,,
02N,2982,2,07,631426010000,2026090909,1000,N,443,3,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",07:55,True,2.0,174,,
02N,1000,H,1W,571155008000,2026090403,829,L,735,1,,194.13,800,1,L12-D-1,元町,未,2026-09-08T15:50:35Z,"Kotani, Miki/小谷 美輝",12:21,False,1.0,175,,
02N,1000,D,1P,671466020000,2026090703,829,L,478,1,,62.112,500,21,Q10-E-21,三栄,未,2026-09-08T15:50:53Z,"Kotani, Miki/小谷 美輝",17:30,False,1.0,175,,
02N,1000,D,1P,671456020000,2026090703,829,L,477,2,,62.111,500,21,Q10-E-20,三栄,未,2026-09-08T15:50:53Z,"Kotani, Miki/小谷 美輝",17:30,False,1.0,175,,
02N,1000,D,1P,671456020000,2026090703,829,L,477,2,,62.111,500,21,Q10-E-20,三栄,未,2026-09-08T15:50:53Z,"Kotani, Miki/小谷 美輝",17:30,False,1.0,175,,
02N,2982,2,06,486246006000,2026090703,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",19:27,False,2.0,176,,
02N,2982,2,06,486236006000,2026090703,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",19:27,False,2.0,176,,
02N,2982,2,07,616246010000,2026090703,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",19:27,False,2.0,176,,
02N,7371,4,28,583114214100,2026090703,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",08:30,False,1.0,177,,
02N,8482,W,B7,537214206090,2026082803,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,178,,
02N,8482,W,B7,537214206090,2026083103,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:22Z,"Kotani, Miki/小谷 美輝",10:51,False,2.0,178,,
