SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者,入車時間,_truck_key,_has_special_hinban,ローカルグループ番号,山通番,グループ番号,グルーピング番号
02N,1000,H,1W,572421101000,2026090804,829,L,328,1,,182.97,800,7,L12-B-26,元町,未,2026-09-10T10:50:43Z,"Kotani, Miki/小谷 美輝",17:18,17:18,,,324,3.0,
02N,7371,4,21,551124202000,2026090704,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,325,34.0,
02N,7371,4,21,551124202000,2026090904,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,325,34.0,
02N,7371,4,21,551124202000,2026091004,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,326,35.0,
02N,7371,4,61,551124202000,2026090704,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,326,35.0,
02N,7371,4,21,551124201000,2026090704,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,327,36.0,
02N,7371,4,21,551124201000,2026090804,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,327,36.0,
02N,7371,4,21,551124201000,2026090904,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,328,37.0,
02N,7371,4,21,551124201000,2026091004,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,328,37.0,
02N,7371,4,21,551124201000,2026091104,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,329,38.0,
02N,7371,4,61,551124201000,2026090704,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,329,38.0,
02N,7371,4,61,551124201000,2026091004,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",10:30,10:30,,,330,39.0,
02N,8482,W,B7,551124202000,2026090904,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",10:51,10:51,,,331,48.0,
02N,8482,W,B7,551124202000,2026091004,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",10:51,10:51,,,331,48.0,
02N,1000,K,K5,551124202000,2026082604,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,332,71.0,
02N,1000,K,K5,551124202000,2026082704,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,332,71.0,
02N,1000,K,K5,551124202000,2026082804,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,333,72.0,
02N,1000,K,K5,551124202000,2026090104,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,333,72.0,
02N,1000,K,K5,551124202000,2026090404,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,334,73.0,
02N,1000,K,K5,551124202000,2026090704,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,334,73.0,
02N,8482,W,B7,551124202000,2026082105,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,335,74.0,
02N,1000,K,K5,551124202000,2026090904,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,335,74.0,
02N,8482,W,B7,551124202000,2026091405,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,336,78.0,
02N,1000,K,K5,551124201000,2026082604,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,336,78.0,
02N,1000,K,K5,551124201000,2026082604,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,337,79.0,
02N,1000,K,K5,551124201000,2026082704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,337,79.0,
02N,1000,K,K5,551124201000,2026082704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,338,80.0,
02N,1000,K,K5,551124201000,2026082804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,338,80.0,
02N,1000,K,K5,551124201000,2026082804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,339,81.0,
02N,1000,K,K5,551124201000,2026083104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,339,81.0,
02N,1000,K,K5,551124201000,2026083104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,340,82.0,
02N,1000,K,K5,551124201000,2026090104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,340,82.0,
02N,1000,K,K5,551124201000,2026090104,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,341,83.0,
02N,1000,K,K5,551124201000,2026090204,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,341,83.0,
02N,1000,K,K5,551124201000,2026090204,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,342,84.0,
02N,1000,K,K5,551124201000,2026090304,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,342,84.0,
02N,1000,K,K5,551124201000,2026090304,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,343,85.0,
02N,1000,K,K5,551124201000,2026090404,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,343,85.0,
02N,1000,K,K5,551124201000,2026090404,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,344,86.0,
02N,1000,K,K5,551124201000,2026090704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,344,86.0,
02N,1000,K,K5,551124201000,2026090704,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,345,87.0,
02N,1000,K,K5,551124201000,2026090804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,345,87.0,
02N,1000,K,K5,551124201000,2026090804,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,346,88.0,
02N,1000,K,K5,551124201000,2026090904,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,346,88.0,
02N,1000,K,K5,551124201000,2026090904,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,347,89.0,
02N,1000,K,K5,551124201000,2026091004,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",14:40,14:40,,,347,89.0,
02N,1000,H,1W,582111190500,2026082604,829,L,544,1,,346.501,600,17,C12-B-2,元町,未,2026-09-10T10:50:43Z,"Kotani, Miki/小谷 美輝",17:18,17:18,,,348,96.0,
02N,1000,H,1W,551115009000,2026091004,829,L,748,1,,168.39,600,17,N12-A-6,元町,未,2026-09-10T10:50:42Z,"Kotani, Miki/小谷 美輝",17:18,17:18,,,348,96.0,
02N,1000,H,1W,576525091400,2026082604,829,L,613,1,,62.109,670,19,Q10-F-7,元町,未,2026-09-10T10:50:43Z,"Kotani, Miki/小谷 美輝",17:18,17:18,,,349,2.0,
02N,1000,H,1W,616425003000,2026082604,829,L,740,1,,238.68,600,20,I12-B-3,元町,未,2026-09-10T10:50:43Z,"Kotani, Miki/小谷 美輝",17:18,17:18,,,350,3.0,
02N,1000,H,1W,616465005000,2026082604,829,L,742,1,,238.68,600,20,I12-B-3,元町,未,2026-09-10T10:50:44Z,"Kotani, Miki/小谷 美輝",17:18,17:18,,,350,3.0,
02N,2982,2,W5,671456020000,2026091104,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-10T10:51:45Z,"Kotani, Miki/小谷 美輝",21:15,21:15,False,1.0,351,,
02N,2982,2,07,617756002000,2026090704,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-10T10:51:37Z,"Kotani, Miki/小谷 美輝",21:15,21:15,False,1.0,351,,
02N,8482,W,B7,582114202000,2026082105,1000,N,728,1,,346.5,550,1,C12-B-6,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,352,,
02N,8482,W,B3,581167801100,2026082105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:22Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,352,,
02N,8482,W,B7,581167801100,2026082105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,352,,
02N,8482,W,B3,581167801100,2026082505,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:22Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,353,,
02N,8482,W,B7,581167801100,2026082505,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,353,,
02N,8482,W,B7,537224207090,2026082505,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,353,,
02N,8482,W,B3,581167801100,2026082705,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:23Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,354,,
02N,8482,W,B7,581167801100,2026082705,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:36Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,354,,
02N,8482,W,B7,537224207090,2026082705,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,354,,
02N,8482,W,B7,581164203000,2026082706,1000,N,726,1,,313.74,830,1,C15-B-5,KVC,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,355,,
02N,8482,W,B7,537224207090,2026082706,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,355,,
02N,8482,W,B7,537214206090,2026082505,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,355,,
02N,8482,W,B7,537214206090,2026082706,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,355,,
02N,8482,W,B7,582114202000,2026082805,1000,N,728,1,,346.5,550,1,C12-B-6,KVC,未,2026-09-10T10:50:38Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,356,,
02N,8482,W,B3,581167801100,2026082805,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:26Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,356,,
02N,8482,W,B7,581167801100,2026082805,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:36Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,356,,
02N,1000,K,K5,583114214100,2026090405,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,357,,
02N,1000,K,K5,581164203000,2026090405,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,357,,
02N,1000,K,K5,537224207000,2026090405,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,357,,
02N,2982,2,07,631426010000,2026090705,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:40Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,358,,
02N,2982,2,07,631426010000,2026090705,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:40Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,358,,
02N,2982,2,06,486236006000,2026090705,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:19Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,359,,
02N,2982,2,06,486226006000,2026090705,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:18Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,359,,
02N,2982,2,06,486216006000,2026090705,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:16Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,359,,
02N,7371,4,28,582114202000,2026090705,1000,N,728,1,,346.5,550,1,C12-B-6,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,360,,
02N,7371,4,28,583114214100,2026090705,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,360,,
02N,7371,4,28,583114214100,2026090705,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,360,,
02N,2982,2,06,486246006000,2026090805,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:22Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,361,,
02N,2982,2,06,486226006000,2026090805,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:18Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,361,,
02N,2982,2,07,616236014000,2026090805,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,361,,
02N,2982,2,07,617416014000,2026090805,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,362,,
02N,2982,2,07,617416014000,2026090805,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,362,,
02N,2982,2,07,617426014000,2026090805,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,362,,
02N,7371,4,28,582114202000,2026090805,1000,N,728,1,,346.5,550,1,C12-B-6,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,363,,
02N,7371,4,28,583114214100,2026090805,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,363,,
02N,7371,4,28,583114214100,2026090805,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,363,,
02N,8482,W,B7,537214206090,2026082705,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:29Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,364,,
02N,2982,2,07,616236014000,2026090809,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",07:55,07:55,False,3.0,364,,
02N,2982,2,07,616246010000,2026090809,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",07:55,07:55,False,3.0,364,,
02N,2982,2,07,617416014000,2026090809,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",07:55,07:55,False,3.0,364,,
02N,8482,W,B3,581167801100,2026090905,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:27Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,365,,
02N,8482,W,B7,581167801100,2026090905,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,365,,
02N,8482,W,B7,537224207090,2026090905,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,365,,
02N,2982,2,07,631426010000,2026090905,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,366,,
02N,2982,2,07,631426010000,2026090905,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,366,,
02N,2982,2,06,486246006000,2026090905,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:22Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,367,,
02N,2982,2,06,486236006000,2026090905,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,367,,
02N,2982,2,06,486216006000,2026090905,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:16Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,367,,
02N,2982,2,07,616236014000,2026090905,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,368,,
02N,2982,2,07,617416014000,2026090905,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,368,,
02N,2982,2,07,617426014000,2026090905,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,368,,
02N,7371,4,28,583114214100,2026090905,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,369,,
02N,7371,4,28,583114214100,2026090905,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,369,,
02N,7371,4,61,583114214100,2026090905,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:15Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,369,,
02N,8482,W,B3,581167801100,2026090908,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:27Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,370,,
02N,8482,W,B7,537224207090,2026082105,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,370,,
02N,8482,W,B7,537214206090,2026082105,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,2.0,370,,
02N,8482,W,B7,537214206090,2026090908,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,370,,
02N,2982,2,06,486236006000,2026091005,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,371,,
02N,2982,2,06,486216006000,2026091005,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:17Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,371,,
02N,2982,2,07,616236014000,2026091005,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,371,,
02N,2982,2,07,616246010000,2026091005,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:30Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,372,,
02N,2982,2,07,617416014000,2026091005,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,372,,
02N,2982,2,07,617426014000,2026091005,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,372,,
02N,7371,4,28,583114214100,2026091005,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,373,,
02N,7371,4,28,583114214100,2026091005,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",12:30,12:30,False,1.0,373,,
02N,2982,2,07,631426010000,2026090711,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",11:06,11:06,True,1.0,373,,
02N,8482,W,B7,537224207090,2026091005,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,374,,
02N,8482,W,B7,537214206090,2026090805,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:30Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,374,,
02N,2982,2,07,617426014000,2026091012,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",12:05,12:05,False,4.0,374,,
02N,8482,W,B3,581167801100,2026091105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,375,,
02N,8482,W,B7,581167801100,2026091105,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,375,,
02N,8482,W,B7,537214206090,2026091105,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",14:40,14:40,False,1.0,375,,
02N,2982,2,07,631426010000,2026091005,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:42Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,376,,
02N,2982,2,07,631426010000,2026091105,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:42Z,"Kotani, Miki/小谷 美輝",22:18,22:18,True,1.0,376,,
02N,2982,2,06,486236006000,2026091105,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,377,,
02N,2982,2,06,486226006000,2026091105,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:19Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,377,,
02N,2982,2,07,616236014000,2026091105,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,2.0,377,,
02N,2982,2,07,616246010000,2026091105,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,378,,
02N,2982,2,07,617416014000,2026091105,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:34Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,378,,
02N,2982,2,07,617426014000,2026091105,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",22:18,22:18,False,3.0,378,,
